Semana,Avion_ID,Motor_asignado,Ciclos_acumulados,Umbral_maximo,Leased,Bought,Swap
16,21,EC-3695-90,13377.999999999998,14500,,,0
16,22,EC-3089-36,391.56,15500,,,0
16,23,EC-7040-90,11093.56,15500,,,0
16,24,EC-9515-75,11679.56,15500,,,0
16,25,EC-5704-41,2947.5600000000004,15500,,,0
16,26,EC-9080-27,3677.560000000001,15500,,,0
16,27,EC-9529-73,3985.56,15500,,,0
16,28,EC-4714-18,6437.56,15500,,,0
16,29,EC-3007-30,10964.56,15500,,,0
16,30,,0.0,15500,lease_14,,0
17,1,,0.0,14500,lease_15,,0
17,2,,0.0,14500,lease_15,,0
17,3,,0.0,14500,lease_15,,0
17,4,EC-7175-45,8399.0,14500,,,0
17,5,EC-9535-20,10388.999999999998,14500,,,0
17,6,EC-6116-65,1313.0,14500,,,0
17,7,EC-2872-44,13867.0,14500,,,0
17,8,EC-6826-38,11455.0,14500,,,0
17,9,EC-9678-33,9310.0,14500,,,0
17,10,EC-6324-10,7478.0,14500,,,0
17,11,EC-8617-67,10706.0,14500,,,0
17,12,EC-5469-79,12460.999999999998,14500,,,0
17,13,EC-8335-93,10594.849999999999,14500,,,0
17,14,EC-1648-21,14263.85,14500,,,0
17,15,EC-1251-58,7517.85,14500,,,0
17,16,EC-6100-57,2345.0,14500,,,0
17,17,EC-7599-49,8149.0,14500,,,0
17,18,EC-4413-71,14281.999999999998,14500,,,0
17,19,EC-5767-40,2582.0,14500,,,0
17,20,EC-1620-18,1724.0,14500,,,0
17,21,EC-3695-90,13398.999999999998,14500,,,0
17,22,EC-3089-36,402.97,15500,,,0
17,23,EC-7040-90,11104.97,15500,,,0
17,24,EC-9515-75,11690.97,15500,,,0
17,25,EC-5704-41,2958.9700000000003,15500,,,0
17,26,EC-9080-27,3688.9700000000007,15500,,,0
17,27,EC-9529-73,3996.9700000000003,15500,,,0
17,28,EC-4714-18,6448.97,15500,,,0
17,29,EC-3007-30,10975.97,15500,,,0
17,30,,0.0,15500,lease_15,,0
18,1,,0.0,14500,lease_16,,0
18,2,,0.0,14500,lease_16,,0
18,3,,0.0,14500,lease_16,,0
18,4,EC-7175-45,8420.0,14500,,,0
18,5,EC-9535-20,10409.999999999998,14500,,,0
18,6,EC-6116-65,1334.0,14500,,,0
18,7,EC-2872-44,13888.0,14500,,,0
18,8,EC-6826-38,11476.0,14500,,,0
18,9,EC-9678-33,9331.0,14500,,,0
18,10,EC-6324-10,7499.0,14500,,,0
18,11,EC-8617-67,10727.0,14500,,,0
18,12,EC-5469-79,12481.999999999998,14500,,,0
18,13,EC-8335-93,10616.9,14500,,,0
18,14,EC-1648-21,14285.9,14500,,,0
18,15,EC-1251-58,7539.900000000001,14500,,,0
18,16,EC-6100-57,2366.0,14500,,,0
18,17,EC-7599-49,8170.0,14500,,,0
18,18,EC-4413-71,14302.999999999998,14500,,,0
18,19,EC-5767-40,2603.0,14500,,,0
18,20,EC-1620-18,1745.0,14500,,,0
18,21,EC-3695-90,13419.999999999998,14500,,,0
18,22,EC-3089-36,414.38,15500,,,0
18,23,EC-7040-90,11116.380000000001,15500,,,0
18,24,EC-9515-75,11702.380000000001,15500,,,0
18,25,EC-5704-41,2970.38,15500,,,0
18,26,EC-9080-27,3700.3800000000006,15500,,,0
18,27,EC-9529-73,4008.38,15500,,,0
18,28,EC-4714-18,6460.38,15500,,,0
18,29,EC-3007-30,10987.380000000001,15500,,,0
18,30,,0.0,15500,lease_16,,0
19,1,,0.0,14500,lease_17,,0
19,2,,0.0,14500,lease_17,,0
19,3,,0.0,14500,lease_17,,0
19,4,EC-7175-45,8441.0,14500,,,0
19,5,EC-9535-20,10431.0,14500,,,0
19,6,EC-6116-65,1355.0,14500,,,0
19,7,EC-2872-44,13909.0,14500,,,0
19,8,EC-6826-38,11497.0,14500,,,0
19,9,EC-9678-33,9352.0,14500,,,0
19,10,EC-6324-10,7520.0,14500,,,0
19,11,EC-8617-67,10748.0,14500,,,0
19,12,EC-5469-79,12503.0,14500,,,0
19,13,EC-8335-93,10638.949999999999,14500,,,0
19,14,EC-1648-21,14307.95,14500,,,0
19,15,EC-1251-58,7561.95,14500,,,0
19,16,EC-6100-57,2387.0,14500,,,0
19,17,EC-7599-49,8191.0,14500,,,0
19,18,EC-4413-71,14324.0,14500,,,0
19,19,EC-5767-40,2624.0,14500,,,0
19,20,EC-1620-18,1766.0,14500,,,0
19,21,EC-3695-90,13441.0,14500,,,0
19,22,EC-3089-36,425.79,15500,,,0
19,23,EC-7040-90,11127.79,15500,,,0
19,24,EC-9515-75,11713.79,15500,,,0
19,25,EC-5704-41,2981.7900000000004,15500,,,0
19,26,EC-9080-27,3711.79,15500,,,0
19,27,EC-9529-73,4019.79,15500,,,0
19,28,EC-4714-18,6471.79,15500,,,0
19,29,EC-3007-30,10998.79,15500,,,0
19,30,,0.0,15500,lease_17,,0
20,1,,0.0,14500,lease_18,,0
20,2,,0.0,14500,lease_18,,0
20,3,,0.0,14500,lease_18,,0
20,4,EC-7175-45,8461.999999999865,14500,,,0
20,5,EC-9535-20,10451.999999999867,14500,,,0
20,6,EC-6116-65,1375.9999999998547,14500,,,0
20,7,EC-2872-44,13929.999999999838,14500,,,0
20,8,EC-6826-38,11517.999999999902,14500,,,0
20,9,EC-9678-33,9372.999999999818,14500,,,0
20,10,EC-6324-10,7540.999999999865,14500,,,0
20,11,EC-8617-67,10769.0,14500,,,0
20,12,EC-5469-79,12524.0,14500,,,0
20,13,EC-8335-93,10660.999999999878,14500,,,0
20,14,EC-1648-21,14329.999999999885,14500,,,0
20,15,EC-1251-58,7583.999999999824,14500,,,0
20,16,EC-6100-57,2408.0,14500,,,0
20,17,EC-7599-49,8211.999999999867,14500,,,0
20,18,EC-4413-71,14344.999999999818,14500,,,0
20,19,EC-5767-40,2645.0,14500,,,0
20,20,EC-1620-18,1786.999999999848,14500,,,0
20,21,EC-3695-90,13461.999999999825,14500,,,0
20,22,EC-3089-36,437.1999999999738,15500,,,0
20,23,EC-7040-90,11139.199999999952,15500,,,0
20,24,EC-9515-75,11725.19999999989,15500,,,0
20,25,EC-5704-41,2993.1999999999107,15500,,,0
20,26,EC-9080-27,3723.199999999882,15500,,,0
20,27,EC-9529-73,4031.1999999998575,15500,,,0
20,28,EC-4714-18,6483.1999999998525,15500,,,0
20,29,EC-3007-30,11010.199999999903,15500,,,0
20,30,,0.0,15500,lease_18,,0
21,1,EC-2337-98,0.0,14500,,,0
21,2,EC-2193-39,0.0,14500,,,0
21,3,EC-6493-61,0.0,14500,,,0
21,4,EC-7175-45,8482.99999999956,14500,,,0
21,5,EC-9535-20,10472.999999999573,14500,,,0
21,6,EC-6116-65,1396.999999999454,14500,,,0
21,7,EC-2872-44,13950.999999999494,14500,,,0
21,8,EC-6826-38,11538.999999999662,14500,,,0
21,9,EC-9678-33,9393.999999999349,14500,,,0
21,10,EC-6324-10,7561.9999999994825,14500,,,0
21,11,EC-8617-67,10790.0,14500,,,0
21,12,EC-5469-79,12545.0,14500,,,0
21,13,EC-8335-93,10683.049999999597,14500,,,0
21,14,EC-1648-21,14352.049999999572,14500,,,0
21,15,EC-1251-58,7606.0499999993835,14500,,,0
21,16,EC-6100-57,2429.0,14500,,,0
21,17,EC-7599-49,8232.999999999498,14500,,,0
21,18,EC-4413-71,14365.999999999312,14500,,,0
21,19,EC-5767-40,2666.0,14500,,,0
21,20,EC-1620-18,1807.99999999942,14500,,,0
21,21,EC-3695-90,13482.9999999994,14500,,,0
21,22,EC-3089-36,448.6099999995128,15500,,,0
21,23,EC-7040-90,11150.609999999619,15500,,,0
21,24,EC-9515-75,11736.609999999584,15500,,,0
21,25,EC-5704-41,3004.6099999994685,15500,,,0
21,26,EC-9080-27,3734.6099999994735,15500,,,0
21,27,EC-9529-73,4042.6099999994326,15500,,,0
21,28,EC-4714-18,6494.609999999454,15500,,,0
21,29,EC-3007-30,11021.609999999617,15500,,,0
21,30,EC-5153-53,0.0,15500,,,0
22,1,EC-2337-98,22.75,14500,,,0
22,2,EC-2193-39,22.749999999643478,14500,,,0
22,3,EC-6493-61,22.75,14500,,,0
22,4,EC-7175-45,8503.999999999189,14500,,,0
22,5,EC-9535-20,10493.999999999194,14500,,,0
22,6,EC-6116-65,1417.9999999989836,14500,,,0
22,7,EC-2872-44,13971.999999998858,14500,,,0
22,8,EC-6826-38,11559.999999999247,14500,,,0
22,9,EC-9678-33,9414.999999998878,14500,,,0
22,10,EC-6324-10,7582.99999999893,14500,,,0
22,11,EC-8617-67,10811.0,14500,,,0
22,12,EC-5469-79,12566.0,14500,,,0
22,13,EC-8335-93,10705.099999999255,14500,,,0
22,14,EC-1648-21,14374.099999999138,14500,,,0
22,15,EC-1251-58,7628.0999999989135,14500,,,0
22,16,EC-6100-57,2450.0,14500,,,0
22,17,EC-7599-49,8253.999999998927,14500,,,0
22,18,EC-4413-71,14386.999999998798,14500,,,0
22,19,EC-5767-40,2687.0,14500,,,0
22,20,EC-1620-18,1828.9999999989598,14500,,,0
22,21,EC-3695-90,13503.999999998869,14500,,,0
22,22,EC-3089-36,460.01999999905365,15500,,,0
22,23,EC-7040-90,11162.019999999258,15500,,,0
22,24,EC-9515-75,11748.019999998927,15500,,,0
22,25,EC-5704-41,3016.019999999129,15500,,,0
22,26,EC-9080-27,3746.0199999991223,15500,,,0
22,27,EC-9529-73,4054.019999998936,15500,,,0
22,28,EC-4714-18,6506.019999998916,15500,,,0
22,29,EC-3007-30,11033.019999998887,15500,,,0
22,30,EC-5153-53,11.40999999998894,15500,,,0
23,1,EC-2337-98,45.49999999986176,14500,,,0
23,2,EC-2193-39,45.49999999964348,14500,,,0
23,3,EC-6493-61,45.49999999986176,14500,,,0
23,4,EC-7175-45,8524.999999998814,14500,,,0
23,5,EC-9535-20,10514.999999998807,14500,,,0
23,6,EC-6116-65,1438.9999999985903,14500,,,0
23,7,EC-2872-44,13992.999999998241,14500,,,0
23,8,EC-6826-38,11580.999999998827,14500,,,0
23,9,EC-9678-33,9435.999999998456,14500,,,0
23,10,EC-6324-10,7603.999999998464,14500,,,0
23,11,EC-8617-67,10831.999999999782,14500,,,0
23,12,EC-5469-79,12586.999999999867,14500,,,0
23,13,EC-8335-93,10727.149999998896,14500,,,0
23,14,EC-1648-21,14396.149999998694,14500,,,0
23,15,EC-1251-58,7650.149999998471,14500,,,0
23,16,EC-6100-57,2470.9999999998504,14500,,,0
23,17,EC-7599-49,8274.999999998454,14500,,,0
23,18,EC-4413-71,14407.99999999827,14500,,,0
23,19,EC-5767-40,2708.0,14500,,,0
23,20,EC-1620-18,1849.9999999985625,14500,,,0
23,21,EC-3695-90,13524.999999998337,14500,,,0
23,22,EC-3089-36,471.42999999856903,15500,,,0
23,23,EC-7040-90,11173.4299999989,15500,,,0
23,24,EC-9515-75,11759.42999999823,15500,,,0
23,25,EC-5704-41,3027.429999998782,15500,,,0
23,26,EC-9080-27,3757.429999998761,15500,,,0
23,27,EC-9529-73,4065.4299999985205,15500,,,0
23,28,EC-4714-18,6517.4299999984605,15500,,,0
23,29,EC-3007-30,11044.429999998141,15500,,,0
23,30,EC-5153-53,22.819999999937863,15500,,,0
24,1,EC-2337-98,68.24999999986176,14500,,,0
24,2,EC-2193-39,68.24999999947977,14500,,,0
24,3,EC-6493-61,68.24999999986176,14500,,,0
24,4,EC-7175-45,8545.999999998436,14500,,,0
24,5,EC-9535-20,10535.999999998423,14500,,,0
24,6,EC-6116-65,1459.9999999981994,14500,,,0
24,7,EC-2872-44,14013.999999997737,14500,,,0
24,8,EC-6826-38,11601.99999999849,14500,,,0
24,9,EC-9678-33,9456.99999999804,14500,,,0
24,10,EC-6324-10,7624.999999997979,14500,,,0
24,11,EC-8617-67,10852.999999999782,14500,,,0
24,12,EC-5469-79,12607.999999999867,14500,,,0
24,13,EC-8335-93,10749.199999998522,14500,,,0
24,14,EC-1648-21,14418.199999998129,14500,,,0
24,15,EC-1251-58,7672.199999998017,14500,,,0
24,16,EC-6100-57,2491.9999999998504,14500,,,0
24,17,EC-7599-49,8295.99999999796,14500,,,0
24,18,EC-4413-71,14428.99999999791,14500,,,0
24,19,EC-5767-40,2729.0,14500,,,0
24,20,EC-1620-18,1870.9999999981687,14500,,,0
24,21,EC-3695-90,13545.999999997777,14500,,,0
24,22,EC-3089-36,482.8399999980735,15500,,,0
24,23,EC-7040-90,11184.839999998561,15500,,,0
24,24,EC-9515-75,11770.839999997548,15500,,,0
24,25,EC-5704-41,3038.839999998424,15500,,,0
24,26,EC-9080-27,3768.839999998389,15500,,,0
24,27,EC-9529-73,4076.839999998093,15500,,,0
24,28,EC-4714-18,6528.839999997984,15500,,,0
24,29,EC-3007-30,11055.839999997339,15500,,,0
24,30,EC-5153-53,34.22999999993408,15500,,,0
25,1,EC-2337-98,90.99999999986176,14500,,,0
25,2,EC-2193-39,90.99999999947977,14500,,,0
25,3,EC-6493-61,90.99999999986176,14500,,,0
25,4,EC-7175-45,8566.99999999805,14500,,,0
25,5,EC-9535-20,10556.999999998035,14500,,,0
25,6,EC-6116-65,1480.9999999978006,14500,,,0
25,7,EC-2872-44,14034.999999997295,14500,,,0
25,8,EC-6826-38,11622.999999998146,14500,,,0
25,9,EC-9678-33,9477.99999999762,14500,,,0
25,10,EC-6324-10,7645.999999997468,14500,,,0
25,11,EC-8617-67,10873.999999999782,14500,,,0
25,12,EC-5469-79,12628.999999999867,14500,,,0
25,13,EC-8335-93,10771.249999998156,14500,,,0
25,14,EC-1648-21,14440.249999997972,14500,,,0
25,15,EC-1251-58,7694.249999997553,14500,,,0
25,16,EC-6100-57,2512.9999999998504,14500,,,0
25,17,EC-7599-49,8316.999999997435,14500,,,0
25,18,EC-4413-71,14449.999999997443,14500,,,0
25,19,EC-5767-40,2750.0,14500,,,0
25,20,EC-1620-18,1891.9999999977692,14500,,,0
25,21,EC-3695-90,13566.999999997179,14500,,,0
25,22,EC-3089-36,494.2499999976357,15500,,,0
25,23,EC-7040-90,11196.249999998214,15500,,,0
25,24,EC-9515-75,11782.249999997002,15500,,,0
25,25,EC-5704-41,3050.249999998066,15500,,,0
25,26,EC-9080-27,3780.249999998024,15500,,,0
25,27,EC-9529-73,4088.2499999976585,15500,,,0
25,28,EC-4714-18,6540.249999997487,15500,,,0
25,29,EC-3007-30,11067.249999996715,15500,,,0
25,30,EC-5153-53,45.639999999934076,15500,,,0
26,1,EC-2337-98,113.74999999986176,14500,,,0
26,2,EC-2193-39,113.74999999947977,14500,,,0
26,3,EC-6493-61,113.74999999986176,14500,,,0
26,4,EC-7175-45,8587.999999997655,14500,,,0
26,5,EC-9535-20,10577.999999997648,14500,,,0
26,6,EC-6116-65,1501.9999999973832,14500,,,0
26,7,EC-2872-44,14055.999999996864,14500,,,0
26,8,EC-6826-38,11643.999999997803,14500,,,0
26,9,EC-9678-33,9498.999999997197,14500,,,0
26,10,EC-6324-10,7666.99999999692,14500,,,0
26,11,EC-8617-67,10894.999999999782,14500,,,0
26,12,EC-5469-79,12649.999999999683,14500,,,0
26,13,EC-8335-93,10793.29999999779,14500,,,0
26,14,EC-1648-21,14462.299999997811,14500,,,0
26,15,EC-1251-58,7716.299999997066,14500,,,0
26,16,EC-6100-57,2533.9999999998504,14500,,,0
26,17,EC-7599-49,8337.999999996886,14500,,,0
26,18,EC-4413-71,14470.999999997064,14500,,,0
26,19,EC-5767-40,2771.0,14500,,,0
26,20,EC-1620-18,1912.9999999973522,14500,,,0
26,21,EC-3695-90,13587.999999996558,14500,,,0
26,22,EC-3089-36,505.6599999972743,15500,,,0
26,23,EC-7040-90,11207.659999997863,15500,,,0
26,24,EC-9515-75,11793.659999996653,15500,,,0
26,25,EC-5704-41,3061.6599999977007,15500,,,0
26,26,EC-9080-27,3791.6599999976556,15500,,,0
26,27,EC-9529-73,4099.659999997207,15500,,,0
26,28,EC-4714-18,6551.659999996969,15500,,,0
26,29,EC-3007-30,11078.659999996104,15500,,,0
26,30,EC-5153-53,57.04999999993408,15500,,,0
27,1,EC-2337-98,136.49999999986176,14500,,,0
27,2,EC-2193-39,136.49999999947977,14500,,,0
27,3,EC-6493-61,136.49999999986176,14500,,,0
27,4,EC-7175-45,8608.99999999727,14500,,,0
27,5,EC-9535-20,10598.999999997246,14500,,,0
27,6,EC-6116-65,1522.9999999969625,14500,,,0
27,7,EC-2872-44,14076.999999996435,14500,,,0
27,8,EC-6826-38,11664.999999997466,14500,,,0
27,9,EC-9678-33,9519.999999996771,14500,,,0
27,10,EC-6324-10,7687.999999996537,14500,,,0
27,11,EC-8617-67,10915.999999999782,14500,,,0
27,12,EC-5469-79,12670.999999999683,14500,,,0
27,13,EC-8335-93,10815.349999997434,14500,,,0
27,14,EC-1648-21,14484.349999997647,14500,,,0
27,15,EC-1251-58,7738.349999996562,14500,,,0
27,16,EC-6100-57,2554.9999999998504,14500,,,0
27,17,EC-7599-49,8358.99999999651,14500,,,0
27,18,EC-4413-71,14491.999999996668,14500,,,0
27,19,EC-5767-40,2792.0,14500,,,0
27,20,EC-1620-18,1933.9999999969225,14500,,,0
27,21,EC-3695-90,13608.999999995931,14500,,,0
27,22,EC-3089-36,517.0699999969154,15500,,,0
27,23,EC-7040-90,11219.069999997504,15500,,,0
27,24,EC-9515-75,11805.069999996298,15500,,,0
27,25,EC-5704-41,3073.069999997363,15500,,,0
27,26,EC-9080-27,3803.0699999972853,15500,,,0
27,27,EC-9529-73,4111.069999996736,15500,,,0
27,28,EC-4714-18,6563.0699999964345,15500,,,0
27,29,EC-3007-30,11090.069999995476,15500,,,0
27,30,EC-5153-53,68.45999999993408,15500,,,0
28,1,EC-2337-98,159.24999999986176,14500,,,0
28,2,EC-2193-39,159.24999999947977,14500,,,0
28,3,EC-6493-61,159.24999999986176,14500,,,0
28,4,EC-7175-45,8629.999999996904,14500,,,0
28,5,EC-9535-20,10619.999999996873,14500,,,0
28,6,EC-6116-65,1543.9999999965667,14500,,,0
28,7,EC-2872-44,14097.999999996013,14500,,,0
28,8,EC-6826-38,11685.999999997106,14500,,,0
28,9,EC-9678-33,9540.999999996384,14500,,,0
28,10,EC-6324-10,7708.9999999961565,14500,,,0
28,11,EC-8617-67,10936.999999999782,14500,,,0
28,12,EC-5469-79,12691.999999999683,14500,,,0
28,13,EC-8335-93,10837.399999997073,14500,,,0
28,14,EC-1648-21,14506.39999999746,14500,,,0
28,15,EC-1251-58,7760.3999999961325,14500,,,0
28,16,EC-6100-57,2575.9999999998504,14500,,,0
28,17,EC-7599-49,8379.999999996162,14500,,,0
28,18,EC-4413-71,14512.999999996278,14500,,,0
28,19,EC-5767-40,2813.0,14500,,,0
28,20,EC-1620-18,1954.9999999965219,14500,,,0
28,21,EC-3695-90,13629.999999995427,14500,,,0
28,22,EC-3089-36,528.47999999656,15500,,,0
28,23,EC-7040-90,11230.47999999712,15500,,,0
28,24,EC-9515-75,11816.479999995898,15500,,,0
28,25,EC-5704-41,3084.4799999970146,15500,,,0
28,26,EC-9080-27,3814.479999996916,15500,,,0
28,27,EC-9529-73,4122.479999996345,15500,,,0
28,28,EC-4714-18,6574.479999996036,15500,,,0
28,29,EC-3007-30,11101.479999994914,15500,,,0
28,30,EC-5153-53,79.86999999993408,15500,,,0
29,1,EC-2337-98,181.99999999986176,14500,,,0
29,2,EC-2193-39,181.99999999947977,14500,,,0
29,3,EC-6493-61,181.99999999986176,14500,,,0
29,4,EC-7175-45,8650.999999996904,14500,,,0
29,5,EC-9535-20,10640.999999996873,14500,,,0
29,6,EC-6116-65,1564.9999999965667,14500,,,0
29,7,EC-2872-44,14118.999999996013,14500,,,0
29,8,EC-6826-38,11706.999999997106,14500,,,0
29,9,EC-9678-33,9561.999999996384,14500,,,0
29,10,EC-6324-10,7729.9999999961565,14500,,,0
29,11,EC-8617-67,10957.999999999782,14500,,,0
29,12,EC-5469-79,12712.999999999683,14500,,,0
29,13,EC-8335-93,10859.449999997072,14500,,,0
29,14,,0.0,14500,lease_1,,0
29,15,EC-1251-58,7782.449999996133,14500,,,0
29,16,EC-6100-57,2596.9999999998504,14500,,,0
29,17,EC-7599-49,8400.999999995767,14500,,,0
29,18,,0.0,14500,lease_1,,0
29,19,EC-5767-40,2834.0,14500,,,0
29,20,EC-1620-18,1975.9999999965219,14500,,,0
29,21,EC-3695-90,13650.999999995427,14500,,,0
29,22,EC-3089-36,539.8899999965599,15500,,,0
29,23,EC-7040-90,11241.88999999712,15500,,,0
29,24,EC-9515-75,11827.889999995898,15500,,,0
29,25,EC-5704-41,3095.8899999970145,15500,,,0
29,26,EC-9080-27,3825.889999996916,15500,,,0
29,27,EC-9529-73,4133.889999996345,15500,,,0
29,28,EC-4714-18,6585.889999996036,15500,,,0
29,29,EC-3007-30,11112.889999994914,15500,,,0
29,30,EC-5153-53,91.27999999993408,15500,,,0
